0,1,2,3,4,5,6,7,8,9,10,11
6598,O,,,,take,Oath,O,1.34E-05,7,0.980487805,"0.9398907103825137
"
6599,A,,,Politicians,profess,Oath,A,1,7,0.980487805,"0.9398907103825137
"
6600,O,,,,profess,Oath,O,0.0045626,7,0.980487805,"0.9398907103825137
"
6601,O,,,,pursue,agenda,O,9.36E-06,7,0.980487805,"0.9398907103825137
"
6602,O,,,,reward,voters,O,4.89E-08,7,0.980487805,"0.9398907103825137
"
6603,O,,,,effect,change,O,6.39E-08,7,0.980487805,"0.9398907103825137
"
6604,O,,,,attend,Program,O,0.00099321,7,0.980487805,"0.9398907103825137
"
6605,A,,,Force,select,Officers,A,1,7,0.980487805,"0.9398907103825137
"
6606,O,,,,select,Officers,O,0.000133915,7,0.980487805,"0.9398907103825137
"
6607,O,,,,assign,fighter,O,1.15E-09,7,0.980487805,"0.9398907103825137
"
6608,O,,,,have,response,O,5.68E-05,7,0.980487805,"0.9398907103825137
"
6609,O,,,,fly,aircraft,O,7.26E-07,7,0.980487805,"0.9398907103825137
"
6610,A,,,Congress,prove,itself,A,1,7,0.980487805,"0.9398907103825137
"
6611,O,,,,make,difference,O,7.35E-06,7,0.980487805,"0.9398907103825137
"
6612,O,,,,have,Pulpit,O,7.56E-05,7,0.980487805,"0.9398907103825137
"
6613,A,,,President,have,pulpit,A,1,7,0.980487805,"0.9398907103825137
"
6614,O,,,,have,pulpit,A,0.5,7,0.980487805,"0.9398907103825137
"
6615,O,,,,make,politics,O,1.79E-05,7,0.980487805,"0.9398907103825137
"
6616,S,,,ties,date,,A,0.999998331,7,0.980487805,"0.9398907103825137
"
6617,S-expletive,,,difference,be,,O,5.49E-07,7,0.980487805,"0.9398907103825137
"
6618,A,,,candidates,have,success,A,0.999999881,7,0.980487805,"0.9398907103825137
"
6619,O,,,,have,success,O,0.001402329,7,0.980487805,"0.9398907103825137
"
6620,O,,,,lead,party,O,0.01031766,7,0.980487805,"0.9398907103825137
"
6621,O,,,,make,impact,O,5.39E-11,7,0.980487805,"0.9398907103825137
"
6622,O,,,,raise,money,O,9.69E-05,7,0.980487805,"0.9398907103825137
"
6623,O,,,,receive,nomination,O,1.89E-10,7,0.980487805,"0.9398907103825137
"
6624,O,,,,back,nominee,O,5.97E-06,7,0.980487805,"0.9398907103825137
"
6625,O,,,,support,candidates,A,0.999999762,7,0.980487805,"0.9398907103825137
"
6626,S,,,Barack,do,,A,0.999999762,7,0.980487805,"0.9398907103825137
"
6627,A,,,President,have,agenda,A,1,7,0.980487805,"0.9398907103825137
"
6628,O,,,,have,agenda,O,0.000266844,7,0.980487805,"0.9398907103825137
"
6629,O,,,,represent,wing,O,7.10E-06,7,0.980487805,"0.9398907103825137
"
6630,O,,,,further,agenda,O,0.002641412,7,0.980487805,"0.9398907103825137
"
6631,O,,,,alter,law,O,4.86E-05,7,0.980487805,"0.9398907103825137
"
6632,O,,,,accommodate,blocs,O,6.32E-08,7,0.980487805,"0.9398907103825137
"
6633,O,,,,enforce,laws,O,1.83E-06,7,0.980487805,"0.9398907103825137
"
6634,O,,,,constitute,presidency,O,0.00079248,7,0.980487805,"0.9398907103825137
"
6635,O,,,,achieve,goals,O,0.000141192,7,0.980487805,"0.9398907103825137
"
6636,A,,,Courts,return,government,O,0.013338854,7,0.980487805,"0.9398907103825137
"
6637,O,,,,return,government,O,0.000119611,7,0.980487805,"0.9398907103825137
"
6638,O,,,,implement,System,O,8.28E-07,7,0.980487805,"0.9398907103825137
"
6639,O,,,,allow,Americans,A,0.999572337,7,0.980487805,"0.9398907103825137
"
6640,O,,,,close,Loopholes,O,1.16E-07,7,0.980487805,"0.9398907103825137
"
6641,O,,,,put,system,O,2.24E-06,7,0.980487805,"0.9398907103825137
"
6642,O,,,,pass,program,A,0.929453909,7,0.980487805,"0.9398907103825137
"
6643,O,,,,lift,people,O,0.00166127,7,0.980487805,"0.9398907103825137
"
6644,O,,,,return,America,A,0.876749158,7,0.980487805,"0.9398907103825137
"
6645,O,,,,see,individuals,A,1,7,0.980487805,"0.9398907103825137
"
6646,O,,,,bring,People,O,5.02E-07,7,0.980487805,"0.9398907103825137
"
6647,O,,,,make,nation,A,0.950619221,7,0.980487805,"0.9398907103825137
"
6648,O,,,,have,decades,O,0.00046223,7,0.980487805,"0.9398907103825137
"
6649,O,,,,pass,opportunities,O,2.29E-10,7,0.980487805,"0.9398907103825137
"
6650,O,,,,keep,promise,O,6.82E-10,7,0.980487805,"0.9398907103825137
"
6651,A,,,Wikinews,interview,Robert,A,1,7,0.980487805,"0.9398907103825137
"
6652,O,,,,interview,Robert,A,0.999998331,7,0.980487805,"0.9398907103825137
"
6653,A,,,Attorney,answer,questions,A,1,7,0.980487805,"0.9398907103825137
"
6654,O,,,,answer,questions,O,1.38E-06,7,0.980487805,"0.9398907103825137
"
6655,A,,,Sarvis,garner,digits,A,1,7,0.980487805,"0.9398907103825137
"
6656,O,,,,garner,digits,O,1.48E-09,7,0.980487805,"0.9398907103825137
"
6657,A,,,poll,place,him,A,0.99983263,7,0.980487805,"0.9398907103825137
"
6658,O,,,,win,election,O,2.75E-10,7,0.980487805,"0.9398907103825137
"
6659,O,,,,replace,governor,O,0.000610932,7,0.980487805,"0.9398907103825137
"
6660,S,,,Sarvis,note,,A,0.999913335,7,0.980487805,"0.9398907103825137
"
6661,O,,,,favor,choice,O,6.92E-12,7,0.980487805,"0.9398907103825137
"
6662,A,,,Sarvis,discuss,background,A,0.999931216,7,0.980487805,"0.9398907103825137
"
6663,O,,,,discuss,background,O,2.59E-10,7,0.980487805,"0.9398907103825137
"
6664,O,,,,implement,agenda,O,2.56E-05,7,0.980487805,"0.9398907103825137
"
6665,S,,,voters,know,,A,0.999999642,7,0.980487805,"0.9398907103825137
"
6666,O,,,,embody,diversity,O,0.000130946,7,0.980487805,"0.9398907103825137
"
6667,O,,,,study,economics,O,0.000289693,7,0.980487805,"0.9398907103825137
"
6668,O,,,,understand,issues,O,0.228441671,7,0.980487805,"0.9398907103825137
"
6669,O,,,,face,Virginia,O,0.004254078,7,0.980487805,"0.9398907103825137
"
6670,O,,,,offer,solutions,O,7.40E-08,7,0.980487805,"0.9398907103825137
"
6671,S,,,Bob,do,,A,0.999999285,7,0.980487805,"0.9398907103825137
"
6672,S,,,McDonnell,do,,A,1,7,0.980487805,"0.9398907103825137
"
6673,O,,,,want,increases,O,6.77E-05,7,0.980487805,"0.9398907103825137
"
6674,O,,,,accept,bill,O,0.000207305,7,0.980487805,"0.9398907103825137
"
6675,O,,,,have,flaws,O,6.44E-08,7,0.980487805,"0.9398907103825137
"
6676,O,,,,prioritize,spending,O,7.20E-10,7,0.980487805,"0.9398907103825137
"
6677,O,,,,seek,making,O,5.98E-06,7,0.980487805,"0.9398907103825137
"
6678,O,,,,show,leadership,O,3.19E-09,7,0.980487805,"0.9398907103825137
"
6679,O,,,,show,lapses,O,7.14E-05,7,0.980487805,"0.9398907103825137
"
6680,O,,,,attribute,success,O,0.001035963,7,0.980487805,"0.9398907103825137
"
6681,A,,,Voters,see,system,A,0.999975801,7,0.980487805,"0.9398907103825137
"
6682,O,,,,see,system,O,1.34E-06,7,0.980487805,"0.9398907103825137
"
6683,A,,,Voters,see,nominees,A,1,7,0.980487805,"0.9398907103825137
"
6684,O,,,,see,nominees,A,0.986338079,7,0.980487805,"0.9398907103825137
"
6685,O,,,,want,something,O,1.02E-08,7,0.980487805,"0.9398907103825137
"
6686,S,,,Voters,know,,A,1,7,0.980487805,"0.9398907103825137
"
6687,O,,,,understand,issues,O,4.86E-07,7,0.980487805,"0.9398907103825137
"
6688,O,,,,have,solutions,O,8.29E-10,7,0.980487805,"0.9398907103825137
"
6689,A,,,People,like,fact,A,1,7,0.980487805,"0.9398907103825137
"
6690,O,,,,like,fact,O,0.016442051,7,0.980487805,"0.9398907103825137
"
6691,O,,,,implement,agenda,O,1.54E-09,7,0.980487805,"0.9398907103825137
"
6692,S-expletive,,,precedents,be,,O,4.65E-08,7,0.980487805,"0.9398907103825137
"
6693,A,,,governor,have,effectiveness,A,1,7,0.980487805,"0.9398907103825137
"
6694,O,,,,have,effectiveness,O,1.15E-07,7,0.980487805,"0.9398907103825137
"
6695,A,,,Libertarians,share,positions,A,0.999988914,7,0.980487805,"0.9398907103825137
"
6696,O,,,,share,positions,O,3.75E-11,7,0.980487805,"0.9398907103825137
"
6697,O,,,,get,aspects,O,8.88E-09,7,0.980487805,"0.9398907103825137
"
6698,O,,,,reject,parts,O,3.68E-08,7,0.980487805,"0.9398907103825137
"
6699,O,,,,elect,governor,A,0.962194204,7,0.980487805,"0.9398907103825137
"
6700,O,,,,represent,repudiation,O,6.43E-09,7,0.980487805,"0.9398907103825137
"
6701,A,,,legislators,face,constraints,A,0.999989748,7,0.980487805,"0.9398907103825137
"
6702,O,,,,face,constraints,O,4.69E-06,7,0.980487805,"0.9398907103825137
"
6703,S,,,people,assume,,A,0.99998641,7,0.980487805,"0.9398907103825137
"
6704,O,,,,admire,Governor(s),A,1,7,0.980487805,"0.9398907103825137
"
6705,A,,,NASA,celebrate,anniversary,A,1,7,0.980487805,"0.9398907103825137
"
6706,O,,,,celebrate,anniversary,O,3.51E-07,7,0.980487805,"0.9398907103825137
"
6707,O,,,,announce,homes,O,7.94E-06,7,0.980487805,"0.9398907103825137
"
6708,A,,,Administrator,announce,where,A,1,7,0.980487805,"0.9398907103825137
"
6709,S-passive,,,orbiters,display,,A,0.905052245,7,0.980487805,"0.9398907103825137
"
6710,O,,,,commemorate,anniversay,O,0.002686844,7,0.980487805,"0.9398907103825137
"
6711,A,,,NASA,celebrate,launch,A,1,7,0.980487805,"0.9398907103825137
"
6712,O,,,,celebrate,launch,O,5.20E-08,7,0.980487805,"0.9398907103825137
"
6713,S,,,Columbia,lift,,A,0.999998927,7,0.980487805,"0.9398907103825137
"
6714,A,,,NASA,hold,ceremony,A,1,7,0.980487805,"0.9398907103825137
"
6715,O,,,,hold,ceremony,O,0.004880327,7,0.980487805,"0.9398907103825137
"
6716,O,,,,commemorate,date,O,4.15E-11,7,0.980487805,"0.9398907103825137
"
6717,A,,,Administrator,announce,locations,A,1,7,0.980487805,"0.9398907103825137
"
6718,O,,,,announce,locations,O,0.000338826,7,0.980487805,"0.9398907103825137
"
6719,O,,,,give,orbiters,O,4.85E-06,7,0.980487805,"0.9398907103825137
"
6720,O,,,,follow,end,O,0.000202293,7,0.980487805,"0.9398907103825137
"
6721,S-passive,,,orbiter,relocate,,A,0.997755826,7,0.980487805,"0.9398907103825137
"
6722,A,,,Discovery,take,place,A,0.999997854,7,0.980487805,"0.9398907103825137
"
6723,O,,,,take,place,O,5.52E-11,7,0.980487805,"0.9398907103825137
"
6724,S-passive,,,Discovery,retire,,A,1,7,0.980487805,"0.9398907103825137
"
6725,O,,,,follow,completion,O,9.93E-09,7,0.980487805,"0.9398907103825137
"
6726,A,,,Discovery,undergo,decommissioning,A,1,7,0.980487805,"0.9398907103825137
"
6727,O,,,,undergo,decommissioning,O,2.80E-06,7,0.980487805,"0.9398907103825137
"
6728,O,,,,remove,materials,O,0.000319783,7,0.980487805,"0.9398907103825137
"
6729,S,,,Columbia,lift,,A,0.999999881,7,0.980487805,"0.9398907103825137
"
6730,S-passive,,,Endeavour,send,,A,1,7,0.980487805,"0.9398907103825137
"
6731,S,,,Atlantis,go,,A,1,7,0.980487805,"0.9398907103825137
"
6732,S-passive,,,Columbia,lose,,A,0.999871731,7,0.980487805,"0.9398907103825137
"
6733,O,,,,kill,astronauts,O,0.156499296,7,0.980487805,"0.9398907103825137
"
6734,S-passive,,,Challenger,lose,,A,1,7,0.980487805,"0.9398907103825137
"
6735,O,,,,express,interest,O,9.67E-11,7,0.980487805,"0.9398907103825137
"
6736,S,,,Bolden,say,,A,0.997890055,7,0.980487805,"0.9398907103825137
"
6737,O,,,,contain,employees,O,8.13E-05,7,0.980487805,"0.9398907103825137
"
6738,A,,,choices,provide,number,A,0.999992609,7,0.980487805,"0.9398907103825137
"
6739,O,,,,provide,number,O,0.000280075,7,0.980487805,"0.9398907103825137
"
6740,A,,,facilities,have,legacy,A,0.999943733,7,0.980487805,"0.9398907103825137
"
6741,O,,,,have,legacy,O,3.16E-07,7,0.980487805,"0.9398907103825137
"
6742,O,,,,preserve,artifacts,O,6.60E-05,7,0.980487805,"0.9398907103825137
"
6743,O,,,,provide,access,O,1.50E-11,7,0.980487805,"0.9398907103825137
"
6744,A,,,choices,provide,number,A,0.999992609,7,0.980487805,"0.9398907103825137
"
6745,O,,,,provide,number,O,0.014989192,7,0.980487805,"0.9398907103825137
"
6746,O,,,,approach,mission,O,1.02E-05,7,0.980487805,"0.9398907103825137
"
6747,A,,,Senator,issue,statement,A,1,7,0.980487805,"0.9398907103825137
"
6748,O,,,,issue,statement,O,3.02E-10,7,0.980487805,"0.9398907103825137
"
6749,O,,,,slight,Center,O,0.000278659,7,0.980487805,"0.9398907103825137
"
6750,A,,,Houston,play,role,A,1,7,0.980487805,"0.9398907103825137
"
6751,O,,,,play,role,O,5.88E-10,7,0.980487805,"0.9398907103825137
"
6752,A,,,favors,trump,sense,A,1,7,0.980487805,"0.9398907103825137
"
6753,O,,,,trump,sense,O,0.00017331,7,0.980487805,"0.9398907103825137
"
6754,S,,,statement,add,,A,0.999705732,7,0.980487805,"0.9398907103825137
"
6755,S-expletive,,,question,be,,A,0.865490913,7,0.980487805,"0.9398907103825137
"
6756,S-passive,,,Houston,select,,A,1,7,0.980487805,"0.9398907103825137
"
6757,A,,,Administrator,state,much,A,1,7,0.980487805,"0.9398907103825137
"
6758,A,,,JSC,recieve,seats,A,0.999903917,7,0.980487805,"0.9398907103825137
"
6759,O,,,,recieve,seats,O,9.49E-10,7,0.980487805,"0.9398907103825137
"
6760,S-passive,,,Museum,propose,,A,1,7,0.980487805,"0.9398907103825137
"
6761,O,,,,build,building,O,1.93E-07,7,0.980487805,"0.9398907103825137
"
6762,O,,,,house,orbiter,O,0.001091684,7,0.980487805,"0.9398907103825137
"
6763,S,,,Governor,say,,A,1,7,0.980487805,"0.9398907103825137
"
6764,A,,,Museum,put,amount,A,1,7,0.980487805,"0.9398907103825137
"
6765,O,,,,put,amount,A,0.5,7,0.980487805,"0.9398907103825137
"
6766,O,,,,land,shuttle,O,0.019945048,7,0.980487805,"0.9398907103825137
"
6767,O,,,,transport,shuttles,O,2.37E-07,7,0.980487805,"0.9398907103825137
"
6768,A,,,NASA,choose,them,A,0.999983072,7,0.980487805,"0.9398907103825137
"
6769,A,,,Endeavour,await,journey,A,1,7,0.980487805,"0.9398907103825137
"
6770,O,,,,await,journey,O,9.98E-10,7,0.980487805,"0.9398907103825137
"
6771,A,,,trainer,call,Museum,A,0.999981999,7,0.980487805,"0.9398907103825137
"
6772,S-passive,,,astronaut,train,,A,0.999999881,7,0.980487805,"0.9398907103825137
"
6773,O,,,,call,Museum,O,9.02E-05,7,0.980487805,"0.9398907103825137
"
6774,A,,,addition,allow,visitors,A,0.999998689,7,0.980487805,"0.9398907103825137
"
6775,O,,,,allow,visitors,A,0.997258425,7,0.980487805,"0.9398907103825137
"
6776,O,,,,experience,training,O,0.000443515,7,0.980487805,"0.9398907103825137
"
6777,A,,,astronauts,get,that,A,0.923707306,7,0.980487805,"0.9398907103825137
"
6778,S-passive,,,Visitors,allow,,A,1,7,0.980487805,"0.9398907103825137
"
6779,O,,,,inspire,people,O,9.94E-05,7,0.980487805,"0.9398907103825137
"
6780,A,,,items,include,simulators,A,1,7,0.980487805,"0.9398907103825137
"
6781,O,,,,include,simulators,A,0.980823517,7,0.980487805,"0.9398907103825137
"
6782,A,,,NASA,offer,tiles,A,1,7,0.980487805,"0.9398907103825137
"
6783,O,,,,offer,tiles,O,8.45E-05,7,0.980487805,"0.9398907103825137
"
6784,O,,,,share,technology,O,2.70E-10,7,0.980487805,"0.9398907103825137
"
6785,S,,,anniversary,coincide,,A,0.999999642,7,0.980487805,"0.9398907103825137
"
6786,S,,,Yuri,lift,,A,1,7,0.980487805,"0.9398907103825137
"
6787,S-passive,,,document,find,,A,0.999935746,7,0.980487805,"0.9398907103825137
"
6788,S-passive,,,document,find,,A,0.999999881,7,0.980487805,"0.9398907103825137
"
6789,S-passive,,,document,find,,A,0.999997735,7,0.980487805,"0.9398907103825137
"
6790,A,,,document,detail,vulnerabilities,A,0.999999404,7,0.980487805,"0.9398907103825137
"
6791,O,,,,have,stamp,O,0.000477145,7,0.980487805,"0.9398907103825137
"
6792,O,,,,detail,vulnerabilities,O,5.18E-09,7,0.980487805,"0.9398907103825137
"
6793,O,,,,track,breakers,O,5.39E-08,7,0.980487805,"0.9398907103825137
"
6794,O,,,,shut,system,O,9.48E-06,7,0.980487805,"0.9398907103825137
"
6795,O,,,,delete,information,O,3.84E-12,7,0.980487805,"0.9398907103825137
"
6796,O,,,,affect,prosecution,O,8.72E-10,7,0.980487805,"0.9398907103825137
"
6797,S-passive,,,database,unveil,,A,0.993220448,7,0.980487805,"0.9398907103825137
"
6798,O,,,,add,words,O,0.000297168,7,0.980487805,"0.9398907103825137
"
6799,S,,,spokesperson,say,,A,1,7,0.980487805,"0.9398907103825137
"
6800,O,,,,have,conclusion,O,1.59E-08,7,0.980487805,"0.9398907103825137
"
6801,A,,,Minister,ask,how,A,0.99996829,7,0.980487805,"0.9398907103825137
"
6802,O,,,,ask,officials,O,0.000410608,7,0.980487805,"0.9398907103825137
"
6803,S,,,documents,wind,,O,0.021778174,7,0.980487805,"0.9398907103825137
"
6804,O,,,,tell,things,O,3.76E-06,7,0.980487805,"0.9398907103825137
"
6805,S,,,Baird,say,,A,0.99999845,7,0.980487805,"0.9398907103825137
"
6806,A,,,spokeswoman,tell,News,A,0.999999642,7,0.980487805,"0.9398907103825137
"
6807,O,,,,tell,News,A,0.998894632,7,0.980487805,"0.9398907103825137
"
6808,S,,,department,look,,A,0.999997854,7,0.980487805,"0.9398907103825137
"
6809,O,,,,take,security,O,1.08E-06,7,0.980487805,"0.9398907103825137
"
6810,O,,,,give,details,O,2.73E-09,7,0.980487805,"0.9398907103825137
"
6811,S,,,papers,come,,A,0.669072688,7,0.980487805,"0.9398907103825137
"
6812,S,,,Paul,say,,A,1,7,0.980487805,"0.9398907103825137
"
6813,A,,,lapses,raise,questions,A,0.999967217,7,0.980487805,"0.9398907103825137
"
6814,O,,,,raise,questions,O,0.000342836,7,0.980487805,"0.9398907103825137
"
6815,O,,,,secure,documents,O,1.02E-11,7,0.980487805,"0.9398907103825137
"
6816,S,,,Dewar,say,,A,1,7,0.980487805,"0.9398907103825137
"
6817,S,,,bureaucrats,complain,,A,0.99998796,7,0.980487805,"0.9398907103825137
"
6818,O,,,,share,information,O,4.48E-11,7,0.980487805,"0.9398907103825137
"
6819,S-passive,,,document,find,,A,0.999998927,7,0.980487805,"0.9398907103825137
"
6820,S,,,government,say,,A,1,7,0.980487805,"0.9398907103825137
"
6821,S-passive,,,government,consume,,A,0.999999642,7,0.980487805,"0.9398907103825137
"
6822,O,,,,get,fundamentals,A,0.974266171,7,0.980487805,"0.9398907103825137
"
6823,S,,,Dewar,say,,A,0.998952985,7,0.980487805,"0.9398907103825137
"
6824,S-passive,,,bundle,find,,A,0.999991655,7,0.980487805,"0.9398907103825137
"
6825,S-passive,,,Maxime,force,,A,0.999999762,7,0.980487805,"0.9398907103825137
"
6826,O,,,,leave,documents,O,1.57E-10,7,0.980487805,"0.9398907103825137
"
6827,O,,,,have,ties,O,9.59E-07,7,0.980487805,"0.9398907103825137
"
6828,S-passive,,,document,find,,A,0.999994755,7,0.980487805,"0.9398907103825137
"
6829,S,,,feds,say,,A,0.992328823,7,0.980487805,"0.9398907103825137
"
6830,S-passive,,,report,find,,A,0.999999642,7,0.980487805,"0.9398907103825137
"
6831,S,,,MP,call,,A,1,7,0.980487805,"0.9398907103825137
"
6832,A,,,year,confirm,importance,A,0.999316096,7,0.980487805,"0.9398907103825137
"
6833,O,,,,confirm,importance,O,0.000448953,7,0.980487805,"0.9398907103825137
"
6834,O,,,,address,problems,O,1.49E-07,7,0.980487805,"0.9398907103825137
"
6835,A,,,crisis,require,action,A,0.998656631,7,0.980487805,"0.9398907103825137
"
6836,O,,,,require,action,O,3.80E-09,7,0.980487805,"0.9398907103825137
"
6837,S,,,action,continue,,A,0.999911547,7,0.980487805,"0.9398907103825137
"
6838,O,,,,witness,changes,O,8.19E-05,7,0.980487805,"0.9398907103825137
"
6839,S-passive,,,Pressure,drive,,A,0.999996424,7,0.980487805,"0.9398907103825137
"
6840,O,,,,choose,fate,O,1.80E-10,7,0.980487805,"0.9398907103825137
"
6841,O,,,,improve,chances,O,3.71E-12,7,0.980487805,"0.9398907103825137
"
6842,O,,,,pay,tribute,O,3.09E-06,7,0.980487805,"0.9398907103825137
"
6843,A,,,thousands,lose,lives,A,1,7,0.980487805,"0.9398907103825137
"
6844,O,,,,lose,lives,O,7.28E-07,7,0.980487805,"0.9398907103825137
"
6845,A,,,Austria,condemn,violations,A,0.999998212,7,0.980487805,"0.9398907103825137
"
6846,O,,,,condemn,violations,O,3.87E-08,7,0.980487805,"0.9398907103825137
"
6847,O,,,,stop,bloodshed,O,3.74E-06,7,0.980487805,"0.9398907103825137
"
6848,A,,,Austria,support,people,A,0.999997616,7,0.980487805,"0.9398907103825137
"
6849,O,,,,support,people,O,0.002737398,7,0.980487805,"0.9398907103825137
"
6850,A,,,Government,provide,medicine,A,1,7,0.980487805,"0.9398907103825137
"
6851,O,,,,provide,medicine,O,1.86E-06,7,0.980487805,"0.9398907103825137
"
6852,S,,,community,have,,A,0.5,7,0.980487805,"0.9398907103825137
"
6853,O,,,,support,process,O,1.28E-05,7,0.980487805,"0.9398907103825137
"
6854,S,,,Nations,do,,A,1,7,0.980487805,"0.9398907103825137
"
6855,S,,,period,last,,A,0.999048889,7,0.980487805,"0.9398907103825137
"
6856,A,,,Austria,welcome,efforts,A,1,7,0.980487805,"0.9398907103825137
"
6857,O,,,,welcome,efforts,O,7.62E-05,7,0.980487805,"0.9398907103825137
"
6858,O,,,,encourage,authorities,O,4.79E-05,7,0.980487805,"0.9398907103825137
"
6859,O,,,,create,framework,O,2.00E-12,7,0.980487805,"0.9398907103825137
"
6860,O,,,,fulfil,mandate,O,3.88E-11,7,0.980487805,"0.9398907103825137
"
6861,A,,,East,take,stage,A,1,7,0.980487805,"0.9398907103825137
"
6862,O,,,,take,stage,O,4.95E-07,7,0.980487805,"0.9398907103825137
"
6863,O,,,,build,trust,O,1.44E-10,7,0.980487805,"0.9398907103825137
"
6864,O,,,,foster,belief,O,0.000134531,7,0.980487805,"0.9398907103825137
"
6865,A-passive,,,settlement,achieve,that,O,0.203408331,7,0.980487805,"0.9398907103825137
"
6866,O,,,,have,choice,O,0.016818969,7,0.980487805,"0.9398907103825137
"
6867,A,,,Quartet,show,way,A,0.5,7,0.980487805,"0.9398907103825137
"
6868,O,,,,show,way,O,5.02E-09,7,0.980487805,"0.9398907103825137
"
6869,O,,,,propose,timelines,O,2.61E-10,7,0.980487805,"0.9398907103825137
"
6870,A,,,Austria,support,statement,A,0.999999046,7,0.980487805,"0.9398907103825137
"
6871,O,,,,support,statement,O,4.56E-11,7,0.980487805,"0.9398907103825137
"
6872,S-expletive,,,time,be,,O,0.025331864,7,0.980487805,"0.9398907103825137
"
6873,A,,,Austria,welcome,choice,A,1,7,0.980487805,"0.9398907103825137
"
6874,O,,,,welcome,choice,A,0.5,7,0.980487805,"0.9398907103825137
"
6875,O,,,,appreciate,record,O,4.72E-07,7,0.980487805,"0.9398907103825137
"
6876,A,,,anniversary,remind,us,A,0.999999881,7,0.980487805,"0.9398907103825137
"
6877,S,,,promise,come,,A,0.999998808,7,0.980487805,"0.9398907103825137
"
6878,O,,,,maintain,peace,O,0.050375346,7,0.980487805,"0.9398907103825137
"
6879,O,,,,intensify,efforts,O,1.79E-10,7,0.980487805,"0.9398907103825137
"
6880,O,,,,mention,contribution,O,1.66E-05,7,0.980487805,"0.9398907103825137
"
6881,O,,,,invite,makers,O,9.51E-05,7,0.980487805,"0.9398907103825137
"
6882,S,,,Austria,manage,,A,1,7,0.980487805,"0.9398907103825137
"
6883,O,,,,offer,sides,O,3.24E-05,7,0.980487805,"0.9398907103825137
"
6884,O,,,,offer,platform,O,1.60E-10,7,0.980487805,"0.9398907103825137
"
6885,A,,,Sudan,have,past,A,1,7,0.980487805,"0.9398907103825137
"
6886,O,,,,have,past,O,3.75E-10,7,0.980487805,"0.9398907103825137
"
6887,O,,,,resolve,problems,O,7.06E-09,7,0.980487805,"0.9398907103825137
"
6888,S,,,headquarters,serve,,A,1,7,0.980487805,"0.9398907103825137
"
6889,S,,,office,open,,A,0.990789533,7,0.980487805,"0.9398907103825137
"
6890,A,,,Academy,set,headquarters,A,1,7,0.980487805,"0.9398907103825137
"
6891,O,,,,set,headquarters,O,2.73E-08,7,0.980487805,"0.9398907103825137
"
6892,S-passive,,,Centre,establish,,A,0.990166426,7,0.980487805,"0.9398907103825137
"
6893,S,,,Austria,stand,,A,1,7,0.980487805,"0.9398907103825137
"
6894,O,,,,achieve,access,O,1.40E-05,7,0.980487805,"0.9398907103825137
"
6895,O,,,,double,rate,O,1.26E-08,7,0.980487805,"0.9398907103825137
"
6896,A,,,Austria,provide,support,A,0.999971509,7,0.980487805,"0.9398907103825137
"
6897,O,,,,provide,support,O,1.15E-10,7,0.980487805,"0.9398907103825137
"
6898,O,,,,host,Forum,O,0.00453447,7,0.980487805,"0.9398907103825137
"
6899,A,,,participants,discuss,concepts,A,1,7,0.980487805,"0.9398907103825137
"
6900,O,,,,discuss,concepts,O,2.36E-07,7,0.980487805,"0.9398907103825137
"
6901,O,,,,reach,goals,O,5.58E-09,7,0.980487805,"0.9398907103825137
"
6902,S,,,catastrophe,become,,A,0.824957848,7,0.980487805,"0.9398907103825137
"
6903,O,,,,make,concerns,O,9.05E-06,7,0.980487805,"0.9398907103825137
"
6904,O,,,,use,power,O,6.04E-10,7,0.980487805,"0.9398907103825137
"
6905,S,,,Austria,decide,,A,1,7,0.980487805,"0.9398907103825137
"
6906,O,,,,forgo,use,O,7.63E-06,7,0.980487805,"0.9398907103825137
"
6907,A,,,countries,adopt,course,A,0.999996305,7,0.980487805,"0.9398907103825137
"
6908,O,,,,adopt,course,O,5.13E-05,7,0.980487805,"0.9398907103825137
"
6909,O,,,,make,statement,O,3.30E-11,7,0.980487805,"0.9398907103825137
"
6910,A,,,New,record,case,A,1,7,0.980487805,"0.9398907103825137
"
6911,O,,,,record,case,O,9.77E-08,7,0.980487805,"0.9398907103825137
"
6912,O,,,,have,case,O,3.54E-09,7,0.980487805,"0.9398907103825137
"
6913,A,,,individual,enter,country,A,0.999932766,7,0.980487805,"0.9398907103825137
"
6914,O,,,,enter,country,O,8.12E-10,7,0.980487805,"0.9398907103825137
"
6915,O,,,,spend,weeks,O,6.47E-10,7,0.980487805,"0.9398907103825137
"
6916,O,,,,experience,outbreak,O,6.89E-07,7,0.980487805,"0.9398907103825137
"
6917,A,,,news,have,contact,A,1,7,0.980487805,"0.9398907103825137
"
6918,A,,,individual,have,contact,A,1,7,0.980487805,"0.9398907103825137
"
6919,O,,,,have,contact,O,2.84E-06,7,0.980487805,"0.9398907103825137
"
6920,A,,,family,take,measures,A,1,7,0.980487805,"0.9398907103825137
"
6921,O,,,,take,measures,O,1.93E-08,7,0.980487805,"0.9398907103825137
"
6922,S,,,service,work,,A,1,7,0.980487805,"0.9398907103825137
"
6923,O,,,,contain,case,O,1.37E-10,7,0.980487805,"0.9398907103825137
"
6924,O,,,,limit,risk,O,1.55E-07,7,0.980487805,"0.9398907103825137
"
6925,S,,,tracing,begin,,A,0.999999881,7,0.980487805,"0.9398907103825137
"
