0,1,2,3,4,5,6,7,8,9,10,11,12
6189,S,,,Ianoș,mânia,,A,1,7,0.860465116,"0.8762088974854932
",
6190,O,,,,lua,Mihu,A,0.999984026,7,0.860465116,"0.8762088974854932
",
6191,S,"""Acc",,,Elementele,putea,,A,1,7,0.860465116,"0.8762088974854932
"
6192,O,"""Acc",,,,face,grupele,A,0.998261869,7,0.860465116,"0.8762088974854932
"
6193,S,"""Acc",,,Relația,putea,,A,0.999981999,7,0.860465116,"0.8762088974854932
"
6194,O,"""Acc",,,,constitui,formulă,A,0.837903082,7,0.860465116,"0.8762088974854932
"
6195,S,,,Teodosiu,fi,,A,0.999998093,7,0.860465116,"0.8762088974854932
",
6196,S,"""Acc",,,Conversația,răsuci,,A,1,7,0.860465116,"0.8762088974854932
"
6197,O,"""Acc",,,,transcrie,pagină,O,0.001542018,7,0.860465116,"0.8762088974854932
"
6198,S,"""Acc",,,Pământul,trona,,A,0.832140028,7,0.860465116,"0.8762088974854932
"
6199,S,"""Acc",,,lucirea,contrasta,,A,0.5,7,0.860465116,"0.8762088974854932
"
6200,O,,,,câștiga,Procese,A,0.997812986,7,0.860465116,"0.8762088974854932
",
6201,S,,,dobitoc,putea,,A,0.990729153,7,0.860465116,"0.8762088974854932
",
6202,S-passive,"""Acc",,,Îndreptarea,meni,,A,1,7,0.860465116,"0.8762088974854932
"
6203,O,"""Acc",,,,aduce,ordine,O,0.014990184,7,0.860465116,"0.8762088974854932
"
6204,S-passive,,,scop,formula,,A,0.931462944,7,0.860465116,"0.8762088974854932
",
6205,S-passive,"""Acc",,,sângele,întrebuința,,A,0.999773204,7,0.860465116,"0.8762088974854932
"
6206,S-passive,"""Acc",,,sângele,bea,,O,0.368833542,7,0.860465116,"0.8762088974854932
"
6207,A,"""Acc",,,carele,avea,fii,A,1,7,0.860465116,"0.8762088974854932
"
6208,O,,,,avea,fii,O,4.30E-05,7,0.860465116,"0.8762088974854932
",
6209,O,"""Acc",,,,împărți,avuția,A,0.962379634,7,0.860465116,"0.8762088974854932
"
6210,O,"""Acc",,,,trata,cazul,O,0.022955667,7,0.860465116,"0.8762088974854932
"
6211,O,"""Acc",,,,avea,aplicare,O,0.170718119,7,0.860465116,"0.8762088974854932
"
6212,S,"""Acc",,,forțele,deriva,,A,0.999685764,7,0.860465116,"0.8762088974854932
"
6213,S,"""Acc",,,Meritul,fi,,A,0.999940395,7,0.860465116,"0.8762088974854932
"
6214,O,,,,câștiga,procese,A,0.5,7,0.860465116,"0.8762088974854932
",
6215,O,"""Dat",,,,datori,gravitației,O,4.78E-06,7,0.860465116,"0.8762088974854932
"
6216,O,"""Acc",,,,avea,expresie,O,4.40E-05,7,0.860465116,"0.8762088974854932
"
6217,O,"""Acc",,,,lăsa,amorul,O,2.63E-05,7,0.860465116,"0.8762088974854932
"
6218,O,"""Acc",,,,stârpi,abuzurile,O,1.00E-07,7,0.860465116,"0.8762088974854932
"
6219,O,"""Acc",,,,face,cinste,O,0.012502816,7,0.860465116,"0.8762088974854932
"
6220,O,"""Dat",,,,face,ospățului,O,2.90E-05,7,0.860465116,"0.8762088974854932
"
6221,S-passive,"""Acc",,,vorbă,face,,O,3.31E-07,7,0.860465116,"0.8762088974854932
"
6222,S,"""Acc",,,Femeile,vorbi,,A,0.994945347,7,0.860465116,"0.8762088974854932
"
6223,O,,,,avea,chef,A,0.659399867,7,0.860465116,"0.8762088974854932
",
6224,S,"""Acc",,,vorba,ajunge,,A,0.999993086,7,0.860465116,"0.8762088974854932
"
6225,O,"""Acc",,,,auzi,rușine,A,0.997405708,7,0.860465116,"0.8762088974854932
"
6226,S,"""Acc",,,Adevărul,fi,,A,0.999638438,7,0.860465116,"0.8762088974854932
"
6227,S,"""Acc",,,fată,plânge,,A,0.999876857,7,0.860465116,"0.8762088974854932
"
6228,A,"""Acc",,,Pâinea,costa,îl,A,0.999959707,7,0.860465116,"0.8762088974854932
"
6229,O,,,,avea,succes,O,0.026451269,7,0.860465116,"0.8762088974854932
",
6230,A,,,gen,avea,succes,O,0.271628886,7,0.860465116,"0.8762088974854932
",
6231,S-passive,,,sfaturi,aduna,,O,0.013631597,7,0.860465116,"0.8762088974854932
",
6232,S,"""Acc",,,Motorul,vibra,,A,0.999999523,7,0.860465116,"0.8762088974854932
"
6233,O,,,,avea,bâzâit,O,1.14E-05,7,0.860465116,"0.8762088974854932
",
6234,S,,,fluture,zbura,,O,0.015051632,7,0.860465116,"0.8762088974854932
",
6235,S,"""Acc",,,Maimuțoiul,începe,,A,0.999879241,7,0.860465116,"0.8762088974854932
"
6236,O,"""Acc",,,,vedea,dârele,O,8.10E-05,7,0.860465116,"0.8762088974854932
"
6237,O,,,,avea,noroc,O,1.51E-05,7,0.860465116,"0.8762088974854932
",
6238,A,"""Acc",,,Bărbatul,răspunde,#NAME?,A,0.999988437,7,0.860465116,"0.8762088974854932
"
6239,O,"""Acc",,,,simți,apa,O,0.353245676,7,0.860465116,"0.8762088974854932
"
6240,O,"""Acc",,,,zdreli,pielea,O,3.05E-06,7,0.860465116,"0.8762088974854932
"
6241,O,"""Acc",,,,căuta,dreptate,O,3.61E-09,7,0.860465116,"0.8762088974854932
"
6242,S,"""Acc",,,locuitorii,duce,,A,0.709373176,7,0.860465116,"0.8762088974854932
"
6243,S,,,Transilvania,sta,,A,0.999999881,7,0.860465116,"0.8762088974854932
",
6244,S,,,Petru,putea,,A,0.999616146,7,0.860465116,"0.8762088974854932
",
6245,O,,,,avea,filosofi,A,0.657906592,7,0.860465116,"0.8762088974854932
",
6246,O,"""Acc",,,,face,filosofie,O,4.66E-05,7,0.860465116,"0.8762088974854932
"
6247,S,,,Mircea,putea,,A,0.999999881,7,0.860465116,"0.8762088974854932
",
6248,O,,,,avea,cunoscători,A,0.839184582,7,0.860465116,"0.8762088974854932
",
6249,O,"""Acc",,,,tălmăci,carte,O,0.010721427,7,0.860465116,"0.8762088974854932
"
6250,O,,,,avea,generali,O,0.111933433,7,0.860465116,"0.8762088974854932
",
6251,O,,,,pune,plutonieri,A,0.969161332,7,0.860465116,"0.8762088974854932
",
6252,A,"""Acc",,,timiditate,umbri,luciditatea,O,0.060053661,7,0.860465116,"0.8762088974854932
"
6253,O,"""Acc",,,,umbri,luciditatea,A,0.903413653,7,0.860465116,"0.8762088974854932
"
6254,S,"""Acc",,,criticul,izbuti,,A,0.999996066,7,0.860465116,"0.8762088974854932
"
6255,O,,,,stabili,distincții,O,4.22E-06,7,0.860465116,"0.8762088974854932
",
6256,O,"""Acc",,,,croi,pârtie,O,3.47E-10,7,0.860465116,"0.8762088974854932
"
6257,S,"""Acc",,,perioadă,urma,,O,0.01900154,7,0.860465116,"0.8762088974854932
"
6258,O,"""Dat",,,,da,ororilor,O,0.129889101,7,0.860465116,"0.8762088974854932
"
6259,O,"""Acc",,,,supraveghea,apariția,O,0.003379894,7,0.860465116,"0.8762088974854932
"
6260,O,"""Acc",,,,reduce,riscul,O,3.03E-08,7,0.860465116,"0.8762088974854932
"
6261,O,,,,conduce,utilaje,O,2.04E-05,7,0.860465116,"0.8762088974854932
",
6262,O,,,,lua,Avaglim,A,0.956555486,7,0.860465116,"0.8762088974854932
",
6263,A,"""Acc",,,medicul,spune,v-,A,0.999930501,7,0.860465116,"0.8762088974854932
"
6264,S,"""Acc",,,Utilizarea,evalua,,A,0.999999642,7,0.860465116,"0.8762088974854932
"
6265,S,,,Avaglim,putea,,A,1,7,0.860465116,"0.8762088974854932
",
6266,O,"""Acc",,,,cauza,retenție,O,0.259178728,7,0.860465116,"0.8762088974854932
"
6267,S,"""Acc",,,Excesul,putea,,A,0.999999881,7,0.860465116,"0.8762088974854932
"
6268,O,"""Acc",,,,provoca,înrăutățirea,O,1.17E-07,7,0.860465116,"0.8762088974854932
"
6269,S,"""Acc",,,Gravitatea,putea,,A,0.999999762,7,0.860465116,"0.8762088974854932
"
6270,S,"""Acc",,,perioadă,întinde,,A,0.999985218,7,0.860465116,"0.8762088974854932
"
6271,S-passive,"""Acc",,,Autorizația,reînnoi,,A,0.999265969,7,0.860465116,"0.8762088974854932
"
6272,S-passive,"""Acc",,,evaluarea,impune,,A,0.990790009,7,0.860465116,"0.8762088974854932
"
6273,S-passive,"""Acc",,,preparatul,aplica,,A,1,7,0.860465116,"0.8762088974854932
"
6274,O,,,,apărea,complicații,O,0.007046212,7,0.860465116,"0.8762088974854932
",
6275,O,"""Acc",,,,pune,viața,O,2.09E-05,7,0.860465116,"0.8762088974854932
"
6276,S-passive,"""Acc",,,măsurile,institui,,O,2.75E-05,7,0.860465116,"0.8762088974854932
"
6277,S,,,reacții,putea,,A,0.999999404,7,0.860465116,"0.8762088974854932
",
6278,S-passive,"""Acc",,,Fibrinogenul,converti,,A,1,7,0.860465116,"0.8762088974854932
"
6279,O,"""Acc",,,,forma,cheagul,O,0.035717189,7,0.860465116,"0.8762088974854932
"
6280,S-passive,"""Acc",,,ajustarea,efectua,,O,0.022519326,7,0.860465116,"0.8762088974854932
"
6281,S-passive,"""Acc",,,buretele,lipi,,A,0.9997949,7,0.860465116,"0.8762088974854932
"
6282,S,"""Acc",,,Învelișul,putea,,A,0.999999762,7,0.860465116,"0.8762088974854932
"
6283,S-passive,"""Acc",,,Presiunea,aplica,,A,1,7,0.860465116,"0.8762088974854932
"
6284,A,"""Acc",,,Procesul,include,procedee,A,1,7,0.860465116,"0.8762088974854932
"
6285,O,,,,include,procedee,O,0.27763629,7,0.860465116,"0.8762088974854932
",
6286,O,"""Acc",,,,distruge,virusurile,O,5.59E-07,7,0.860465116,"0.8762088974854932
"
6287,S-passive,"""Acc",,,concentrațiile,evita,,O,3.65E-05,7,0.860465116,"0.8762088974854932
"
6288,O,,,,depăși,g,O,0.000156345,7,0.860465116,"0.8762088974854932
",
6289,A,"""Acc",,,Medicul,aplica,buretele,A,0.999996066,7,0.860465116,"0.8762088974854932
"
6290,O,"""Acc",,,,aplica,buretele,O,0.00026827,7,0.860465116,"0.8762088974854932
"
6291,O,"""Acc",,,,opri,sângerarea,O,8.47E-07,7,0.860465116,"0.8762088974854932
"
6292,S,,,medicamente,putea,,A,1,7,0.860465116,"0.8762088974854932
",
6293,O,"""Acc",,,,reduce,eficacitatea,O,0.004306046,7,0.860465116,"0.8762088974854932
"
6294,O,"""Acc",,,,intensifica,reacțiile,O,4.08E-05,7,0.860465116,"0.8762088974854932
"
6295,A,"""Acc",,,medicul,putea,vă,A,1,7,0.860465116,"0.8762088974854932
"
6296,O,"""Acc",,,,ajusta,tratamentul,O,0.4216232,7,0.860465116,"0.8762088974854932
"
6297,S,"""Acc",,,fumatul,putea,,A,0.999852896,7,0.860465116,"0.8762088974854932
"
6298,O,"""Acc",,,,scădea,cantitatea,O,0.000194111,7,0.860465116,"0.8762088974854932
"
6299,O,,,,lua,doze,O,0.191802546,7,0.860465116,"0.8762088974854932
",
6300,O,"""Dat",,,,adresa,medicului,O,0.464020729,7,0.860465116,"0.8762088974854932
"
6301,O,,,,lua,Tarceva,A,0.705358088,7,0.860465116,"0.8762088974854932
",
6302,O,,,,lua,Tarceva,O,0.008999018,7,0.860465116,"0.8762088974854932
",
6303,A,"""Acc",,,medicul,recomanda,v-,A,0.998281121,7,0.860465116,"0.8762088974854932
"
6304,S,"""Acc",,,boală,putea,,A,1,7,0.860465116,"0.8762088974854932
"
6305,O,"""Acc",,,,observa,apariția,O,0.018637292,7,0.860465116,"0.8762088974854932
"
6306,O,"""Dat",,,,adresa,medicului,A,0.999750912,7,0.860465116,"0.8762088974854932
"
6307,S,,,Targretin,utiliza,,A,1,7,0.860465116,"0.8762088974854932
",
6308,S-passive,"""Acc",,,Eficacitatea,examina,,A,1,7,0.860465116,"0.8762088974854932
"
6309,O,,,,implica,număr,O,1.23E-05,7,0.860465116,"0.8762088974854932
",
6310,S-expletive-passive,,,mg,administra,cărora,O,5.38E-05,7,0.860465116,"0.8762088974854932
",
6311,S,"""Acc",,,jumătate,răspunde,,A,0.999326468,7,0.860465116,"0.8762088974854932
"
6312,S,"""Acc",,,creșterea,dispărea,,A,0.999999881,7,0.860465116,"0.8762088974854932
"
6313,S,"""Acc",,,Medicul,putea,,A,0.999928236,7,0.860465116,"0.8762088974854932
"
6314,S,,,Abseamed,acționa,,A,0.957487583,7,0.860465116,"0.8762088974854932
",
6315,S-passive,,,amețeli,observa,,O,3.91E-05,7,0.860465116,"0.8762088974854932
",
6316,A,"""Acc",,,insuficiența,datora,bexarotenului,A,0.999979854,7,0.860465116,"0.8762088974854932
"
6317,O,"""Dat",,,,datora,bexarotenului,O,1.23E-05,7,0.860465116,"0.8762088974854932
"
6318,A,,,Bexarotenul,avea,profil,A,1,7,0.860465116,"0.8762088974854932
",
6319,O,,,,avea,profil,O,0.022105154,7,0.860465116,"0.8762088974854932
",
6320,S,,,receptori,funcționa,,A,0.999919415,7,0.860465116,"0.8762088974854932
",
6321,O,,,,regla,procese,O,7.54E-05,7,0.860465116,"0.8762088974854932
",
6322,O,,,,consuma,grepfrut,O,0.002741836,7,0.860465116,"0.8762088974854932
",
6323,O,"""Dat",,,,spune,medicului,A,0.887310803,7,0.860465116,"0.8762088974854932
"
6324,O,"""Acc",,,,avea,potențialul,O,7.30E-05,7,0.860465116,"0.8762088974854932
"
6325,O,"""Acc",,,,schimba,răspunsul,O,0.000159397,7,0.860465116,"0.8762088974854932
"
6326,S-passive,,,reacții,semnala,,A,0.998734653,7,0.860465116,"0.8762088974854932
",
6327,S-passive,"""Acc",,,Rezumatul,consulta,,A,0.906305313,7,0.860465116,"0.8762088974854932
"
6328,A,"""Acc",,,Comisia,acorda,autorizația,A,1,7,0.860465116,"0.8762088974854932
"
6329,O,,,,acorda,Novartis,A,0.981871367,7,0.860465116,"0.8762088974854932
",
6330,O,"""Acc",,,,acorda,autorizația,O,8.62E-12,7,0.860465116,"0.8762088974854932
"
6331,S-passive,,,alimente,consuma,,A,0.741807401,7,0.860465116,"0.8762088974854932
",
6332,S-passive,,,alimente,consuma,,O,0.120033689,7,0.860465116,"0.8762088974854932
",
6333,A,"""Acc",,,nilotinibul,reduce,încărcarea,A,0.5,7,0.860465116,"0.8762088974854932
"
6334,O,"""Acc",,,,reduce,încărcarea,O,0.003916122,7,0.860465116,"0.8762088974854932
"
6335,O,"""Acc",,,,prelungi,perioada,O,1.45E-09,7,0.860465116,"0.8762088974854932
"
6336,S-passive,"""Acc",,,fază,reprezenta,,A,0.999999404,7,0.860465116,"0.8762088974854932
"
6337,S-passive,,,Visudyne,studia,,A,0.999999881,7,0.860465116,"0.8762088974854932
",
6338,A,"""Acc",,,expunerea,ajuta,organismul,A,0.999999881,7,0.860465116,"0.8762088974854932
"
6339,O,"""Acc",,,,ajuta,organismul,A,0.999997258,7,0.860465116,"0.8762088974854932
"
6340,O,,,,elimina,Visudyne,O,2.44E-06,7,0.860465116,"0.8762088974854932
",
6341,S-passive,"""Acc",,,acidul,descompune,,A,1,7,0.860465116,"0.8762088974854932
"
6342,A,"""Acc",,,umoarea,schimba,consistența,A,1,7,0.860465116,"0.8762088974854932
"
6343,O,"""Acc",,,,schimba,consistența,O,8.40E-06,7,0.860465116,"0.8762088974854932
"
6344,O,"""Dat",,,,permite,celulelor,A,0.605775774,7,0.860465116,"0.8762088974854932
"
6345,S,,,lucru,urma,,A,0.999653578,7,0.860465116,"0.8762088974854932
",
6346,O,"""Dat",,,,permite,fagocitelor,A,0.873057604,7,0.860465116,"0.8762088974854932
"
6347,O,"""Acc",,,,curăța,cheagurile,O,0.263246566,7,0.860465116,"0.8762088974854932
"
6348,S,"""Acc",,,Doza,putea,,A,1,7,0.860465116,"0.8762088974854932
"
6349,A,"""Acc",,,Ambrisentanul,bloca,subtipul,A,0.999999523,7,0.860465116,"0.8762088974854932
"
6350,O,"""Acc",,,,bloca,subtipul,O,3.11E-06,7,0.860465116,"0.8762088974854932
"
6351,A,,,Interacțiuni,juca,rol,A,1,7,0.860465116,"0.8762088974854932
",
6352,O,,,,juca,rol,O,1.06E-07,7,0.860465116,"0.8762088974854932
",
6353,A,"""Acc",,,abacavirul,inhiba,metabolizarea,A,0.999989629,7,0.860465116,"0.8762088974854932
"
6354,O,"""Acc",,,,inhiba,metabolizarea,O,1.69E-07,7,0.860465116,"0.8762088974854932
"
6355,A,"""Acc",,,Pacienții,prezenta,risc,A,0.998858333,7,0.860465116,"0.8762088974854932
"
6356,O,"""Dat",,,,supune,intervenții,O,0.001954009,7,0.860465116,"0.8762088974854932
"
6357,O,,,,prezenta,risc,O,9.14E-05,7,0.860465116,"0.8762088974854932
",
6358,S-passive,"""Acc",,,prudență,recomanda,,O,0.001047083,7,0.860465116,"0.8762088974854932
"
6359,O,,,,vedea,pct.,O,0.15061003,7,0.860465116,"0.8762088974854932
",
6360,S-passive,"""Acc",,,stimularea,intensifica,,A,0.999999285,7,0.860465116,"0.8762088974854932
"
6361,S,"""Acc",,,glucoza,crește,,A,1,7,0.860465116,"0.8762088974854932
"
6362,S,"""Acc",,,Corpul,putea,,A,1,7,0.860465116,"0.8762088974854932
"
6363,O,,,,folosi,grăsimi,O,0.000103286,7,0.860465116,"0.8762088974854932
",
6364,O,"""Acc",,,,produce,energie,O,1.01E-07,7,0.860465116,"0.8762088974854932
"
6365,S,"""Acc",,,medicul,putea,,A,1,7,0.860465116,"0.8762088974854932
"
6366,O,"""Acc",,,,schimba,tratamentul,O,0.004169945,7,0.860465116,"0.8762088974854932
"
6367,A,"""Acc",,,duloxetina,normaliza,pragurile,A,0.999998927,7,0.860465116,"0.8762088974854932
"
6368,O,"""Acc",,,,normaliza,pragurile,O,3.18E-07,7,0.860465116,"0.8762088974854932
"
6369,O,"""Acc",,,,atenua,comportamentul,O,9.01E-07,7,0.860465116,"0.8762088974854932
"
6370,O,,,,ridica,dubii,O,1.02E-06,7,0.860465116,"0.8762088974854932
",
6371,A,"""Acc",,,Rezultatele,indica,faptul,A,0.999946237,7,0.860465116,"0.8762088974854932
"
6372,O,"""Acc",,,,indica,faptul,O,0.000110736,7,0.860465116,"0.8762088974854932
"
6373,A,"""Acc",,,tigeciclina,traversa,placenta,A,0.999999881,7,0.860465116,"0.8762088974854932
"
6374,O,"""Acc",,,,traversa,placenta,O,1.08E-06,7,0.860465116,"0.8762088974854932
"
6375,S,"""Acc",,,eliminarea,reprezenta,,A,0.999049485,7,0.860465116,"0.8762088974854932
"
6376,S,"""Acc",,,reacția,reapărea,,A,0.999898911,7,0.860465116,"0.8762088974854932
"
6377,S,"""Acc",,,tratamentul,relua,,A,0.891502619,7,0.860465116,"0.8762088974854932
"
6378,S,"""Acc",,,Simptomele,îmbunătăți,,A,0.999999881,7,0.860465116,"0.8762088974854932
"
6379,A,"""Acc",,,Studiile,urmări,eficacitatea,A,1,7,0.860465116,"0.8762088974854932
"
6380,O,"""Acc",,,,urmări,eficacitatea,O,0.002128774,7,0.860465116,"0.8762088974854932
"
6381,S,"""Acc",,,studiile,dura,,A,1,7,0.860465116,"0.8762088974854932
"
6382,S-passive,"""Acc",,,efectuarea,recomanda,,O,0.03233093,7,0.860465116,"0.8762088974854932
"
6383,S-passive,,,decese,înregistra,,O,5.42E-09,7,0.860465116,"0.8762088974854932
",
6384,S,"""Acc",,,numărul,scădea,,A,0.987511396,7,0.860465116,"0.8762088974854932
"
6385,S,"""Acc",,,Firma,intenționa,,A,0.999982834,7,0.860465116,"0.8762088974854932
"
6386,O,"""Acc",,,,înființa,societate,O,0.302000821,7,0.860465116,"0.8762088974854932
"
6387,A,"""Acc",,,Magazinul,oferi,îmbrăcăminte,A,0.999999881,7,0.860465116,"0.8762088974854932
"
6388,O,"""Acc",,,,oferi,îmbrăcăminte,O,0.002986124,7,0.860465116,"0.8762088974854932
"
6389,O,,,,necesita,tip,O,0.033681229,7,0.860465116,"0.8762088974854932
",
6390,S,"""Acc",,,Legea,prevedea,,A,1,7,0.860465116,"0.8762088974854932
"
6391,S,"""Acc",,,asociația,putea,,A,1,7,0.860465116,"0.8762088974854932
"
6392,O,,,,întreprinde,măsuri,O,1.64E-07,7,0.860465116,"0.8762088974854932
",
6393,O,"""Acc",,,,viza,îmbunătățirea,O,2.58E-06,7,0.860465116,"0.8762088974854932
"
6394,O,"""Dat",,,,smulge,viitorului,O,2.10E-06,7,0.860465116,"0.8762088974854932
"
6395,O,"""Acc",,,,smulge,vălul,A,0.901567936,7,0.860465116,"0.8762088974854932
"
6396,O,"""Dat",,,,ascunde,privirilor,O,1.96E-05,7,0.860465116,"0.8762088974854932
"
6397,S,"""Acc",,,Vremea,trece,,A,1,7,0.860465116,"0.8762088974854932
"
6398,S,"""Acc",,,Anul,însemna,,O,0.126469031,7,0.860465116,"0.8762088974854932
"
6399,A,"""Acc",,,Câștigătorii,găsi,resurse,A,0.995791554,7,0.860465116,"0.8762088974854932
"
6400,O,,,,găsi,resurse,O,6.13E-05,7,0.860465116,"0.8762088974854932
",
6401,A,,,Vișinel,scoate,briceag,A,1,7,0.860465116,"0.8762088974854932
",
6402,O,,,,scoate,briceag,O,3.95E-05,7,0.860465116,"0.8762088974854932
",
6403,O,"""Acc",,,,înjunghia,adversarul,O,0.000247076,7,0.860465116,"0.8762088974854932
"
6404,S-passive,"""Acc",,,cărțile,edita,,A,1,7,0.860465116,"0.8762088974854932
"
6405,S,"""Acc",,,forța,lupta,,O,0.004007125,7,0.860465116,"0.8762088974854932
"
6406,O,,,,pierde,lucru,O,0.000613445,7,0.860465116,"0.8762088974854932
",
6407,S-passive,,,despăgubiri,acorda,,O,3.33E-06,7,0.860465116,"0.8762088974854932
",
6408,S-expletive,,,Adriana,anunța,bunicul,A,0.999999762,7,0.860465116,"0.8762088974854932
",
6409,O,"""Acc",,,,anunța,bunicul,O,0.010483121,7,0.860465116,"0.8762088974854932
"
6410,S-passive,"""Acc",,,Poliția,sesiza,,O,0.000191442,7,0.860465116,"0.8762088974854932
"
6411,A,"""Acc",,,spectatorii,auzi,copiii,A,1,7,0.860465116,"0.8762088974854932
"
6412,O,"""Acc",,,,auzi,copiii,O,2.98E-06,7,0.860465116,"0.8762088974854932
"
6413,O,,,,sta,taifas,O,0.000656751,7,0.860465116,"0.8762088974854932
",
6414,O,"""Acc",,,,umbla,pinii,O,0.020597557,7,0.860465116,"0.8762088974854932
"
6415,S,,,peisaj,putea,,A,0.999338567,7,0.860465116,"0.8762088974854932
",
6416,O,"""Acc",,,,alunga,frământarea,A,0.994700193,7,0.860465116,"0.8762088974854932
"
6417,S,"""Acc",,,oamenii,putea,,A,0.999929428,7,0.860465116,"0.8762088974854932
"
6418,O,"""Acc",,,,suporta,frumusețe,O,0.066338569,7,0.860465116,"0.8762088974854932
"
6419,O,,,,putea,fel,A,0.894591331,7,0.860465116,"0.8762088974854932
",
6420,O,"""Acc",,,,avea,soră,O,0.107034996,7,0.860465116,"0.8762088974854932
"
6421,O,"""Acc",,,,vedea,poiana,O,0.223920047,7,0.860465116,"0.8762088974854932
"
6422,O,"""Acc",,,,apropia,apă,O,0.287846982,7,0.860465116,"0.8762088974854932
"
6423,O,,,,auzi,nume,O,0.00265203,7,0.860465116,"0.8762088974854932
",
6424,S,"""Acc",,,maica,putea,,A,0.999987245,7,0.860465116,"0.8762088974854932
"
6425,O,,,,roade,oase,A,0.94210434,7,0.860465116,"0.8762088974854932
",
6426,A,"""Acc",,,pielea,putea,ne,O,0.033366892,7,0.860465116,"0.8762088974854932
"
6427,S,"""Acc",,,mama,putea,,A,1,7,0.860465116,"0.8762088974854932
"
6428,O,"""Acc",,,,ridica,casa,O,0.000811658,7,0.860465116,"0.8762088974854932
"
6429,S,"""Acc",,,soții,putea,,A,0.992542624,7,0.860465116,"0.8762088974854932
"
6430,S,"""Acc",,,Muma,putea,,A,0.999418259,7,0.860465116,"0.8762088974854932
"
6431,O,,,,vedea,fiu,O,0.009831536,7,0.860465116,"0.8762088974854932
",
6432,S,,,copii,beneficia,,A,0.999756634,7,0.860465116,"0.8762088974854932
",
6433,S,"""Acc",,,școlile,continua,,A,0.5,7,0.860465116,"0.8762088974854932
"
6434,O,,,,juca,rol,O,0.000383861,7,0.860465116,"0.8762088974854932
",
6435,S,"""Acc",,,Biserica,da,,A,1,7,0.860465116,"0.8762088974854932
"
6436,O,,,,purta,banderole,O,0.00057556,7,0.860465116,"0.8762088974854932
",
6437,A,"""Acc",,,membrii,cere,miniștrilor,A,0.999768198,7,0.860465116,"0.8762088974854932
"
6438,O,"""Dat",,,,cere,miniștrilor,O,0.346894175,7,0.860465116,"0.8762088974854932
"
6439,O,,,,emite,judecăți,O,6.95E-09,7,0.860465116,"0.8762088974854932
",
6440,S,"""Acc",,,tribunalele,face,,O,0.008844014,7,0.860465116,"0.8762088974854932
"
6441,S-passive,"""Acc",,,untul,ține,,A,0.999998927,7,0.860465116,"0.8762088974854932
"
6442,S,"""Acc",,,polițiștii,avansa,,A,0.999999523,7,0.860465116,"0.8762088974854932
"
6443,S,"""Acc",,,englezul,cruța,,O,0.056067683,7,0.860465116,"0.8762088974854932
"
6444,S,,,cuplu,face,,O,0.031644627,7,0.860465116,"0.8762088974854932
",
6445,S,"""Acc",,,Fanul,aresta,,A,1,7,0.860465116,"0.8762088974854932
"
6446,A,"""Acc",,,utilizarea,încălca,principiile,A,0.999984026,7,0.860465116,"0.8762088974854932
"
6447,O,"""Acc",,,,încălca,principiile,O,0.001083408,7,0.860465116,"0.8762088974854932
"
6448,O,"""Acc",,,,interzice,suferința,O,3.67E-06,7,0.860465116,"0.8762088974854932
"
6449,O,"""Dat",,,,aduce,mediului,O,3.44E-07,7,0.860465116,"0.8762088974854932
"
6450,O,"""Dat",,,,dăuna,populației,O,0.003007966,7,0.860465116,"0.8762088974854932
"
6451,S,"""Acc",,,Diatriba,întrerupe,,A,1,7,0.860465116,"0.8762088974854932
"
6452,O,,,,cunoaște,proprietari,O,7.68E-05,7,0.860465116,"0.8762088974854932
",
6453,O,,,,vedea,păstori,O,0.000899345,7,0.860465116,"0.8762088974854932
",
6454,O,"""Acc",,,,căra,corturile,O,2.41E-08,7,0.860465116,"0.8762088974854932
"
6455,A-aux,"""Acc",,,Caii,avea,nevoie,A,1,7,0.860465116,"0.8762088974854932
"
6456,O-aux,"""Acc",,,,avea,nevoie,O,0.004426726,7,0.860465116,"0.8762088974854932
"
6457,S,"""Acc",,,apa,deveni,,A,1,7,0.860465116,"0.8762088974854932
"
6458,A,"""Acc",,,Concentrarea,calma,#NAME?,A,1,7,0.860465116,"0.8762088974854932
"
6459,O,"""Acc",,,,alina,grijile,O,1.25E-07,7,0.860465116,"0.8762088974854932
"
6460,S,,,Bubuituri,amenința,,A,0.999890447,7,0.860465116,"0.8762088974854932
",
6461,S,"""Acc",,,Juriul,dispărea,,A,1,7,0.860465116,"0.8762088974854932
"
6462,O,"""Acc",,,,continua,deliberările,O,6.97E-10,7,0.860465116,"0.8762088974854932
"
6463,O,"""Acc",,,,strica,operațiune,O,0.00018357,7,0.860465116,"0.8762088974854932
"
6464,O,"""Acc",,,,rupe,ciocolata,A,0.97585243,7,0.860465116,"0.8762088974854932
"
6465,S,,,hectare,încăpea,,O,5.40E-08,7,0.860465116,"0.8762088974854932
",
6466,O,"""Acc",,,,interpreta,manevra,O,7.49E-08,7,0.860465116,"0.8762088974854932
"
6467,A,"""Dat",,,D-lui,plăcea,îi,A,1,7,0.860465116,"0.8762088974854932
"
6468,O,"""Acc",,,,adăuga,culoare,O,0.000290554,7,0.860465116,"0.8762088974854932
"
6469,O,"""Dat",,,,adăuga,zilelor,O,8.70E-06,7,0.860465116,"0.8762088974854932
"
6470,A,"""Acc",,,Sistemul,întoarce,informația,A,0.999999762,7,0.860465116,"0.8762088974854932
"
6471,O,"""Acc",,,,întoarce,informația,O,0.008204174,7,0.860465116,"0.8762088974854932
"
